frase,categoria,frase_norm,tokens,bigrams,trigrams
Por favor limpiar la puerta rapido.,Rutinas Diarias (Acciones y Hogar),por favor limpiar la puerta rapido,"['por', 'favor', 'limpiar', 'la', 'puerta', 'rapido']","['por favor', 'favor limpiar', 'limpiar la', 'la puerta', 'puerta rapido']","['por favor limpiar', 'favor limpiar la', 'limpiar la puerta', 'la puerta rapido']"
Voy a leer despacio.,Escuela y Aprendizaje,voy a leer despacio,"['voy', 'a', 'leer', 'despacio']","['voy a', 'a leer', 'leer despacio']","['voy a leer', 'a leer despacio']"
Vamos a peinar la juguetes.,Rutinas Diarias (Acciones y Hogar),vamos a peinar la juguetes,"['vamos', 'a', 'peinar', 'la', 'juguetes']","['vamos a', 'a peinar', 'peinar la', 'la juguetes']","['vamos a peinar', 'a peinar la', 'peinar la juguetes']"
Por favor abrir la platos ahora.,Rutinas Diarias (Acciones y Hogar),por favor abrir la platos ahora,"['por', 'favor', 'abrir', 'la', 'platos', 'ahora']","['por favor', 'favor abrir', 'abrir la', 'la platos', 'platos ahora']","['por favor abrir', 'favor abrir la', 'abrir la platos', 'la platos ahora']"
Hagamos formas con la plastilina.,Emociones y Estados,hagamos formas con la plastilina,"['hagamos', 'formas', 'con', 'la', 'plastilina']","['hagamos formas', 'formas con', 'con la', 'la plastilina']","['hagamos formas con', 'formas con la', 'con la plastilina']"
¿Quién es tu amigo por favor.,Preguntas Simples (Peticiones de informacion),quien es tu amigo por favor,"['quien', 'es', 'tu', 'amigo', 'por', 'favor']","['quien es', 'es tu', 'tu amigo', 'amigo por', 'por favor']","['quien es tu', 'es tu amigo', 'tu amigo por', 'amigo por favor']"
Voy a cortar ahora.,Escuela y Aprendizaje,voy a cortar ahora,"['voy', 'a', 'cortar', 'ahora']","['voy a', 'a cortar', 'cortar ahora']","['voy a cortar', 'a cortar ahora']"
¿Dónde está la escuela despues.,Preguntas Simples (Peticiones de informacion),donde esta la escuela despues,"['donde', 'esta', 'la', 'escuela', 'despues']","['donde esta', 'esta la', 'la escuela', 'escuela despues']","['donde esta la', 'esta la escuela', 'la escuela despues']"
Por favor quitar la juguetes hoy.,Rutinas Diarias (Acciones y Hogar),por favor quitar la juguetes hoy,"['por', 'favor', 'quitar', 'la', 'juguetes', 'hoy']","['por favor', 'favor quitar', 'quitar la', 'la juguetes', 'juguetes hoy']","['por favor quitar', 'favor quitar la', 'quitar la juguetes', 'la juguetes hoy']"
Por favor peinar la cama ahora.,Rutinas Diarias (Acciones y Hogar),por favor peinar la cama ahora,"['por', 'favor', 'peinar', 'la', 'cama', 'ahora']","['por favor', 'favor peinar', 'peinar la', 'la cama', 'cama ahora']","['por favor peinar', 'favor peinar la', 'peinar la cama', 'la cama ahora']"
Por favor limpiar la juguetes aqui.,Rutinas Diarias (Acciones y Hogar),por favor limpiar la juguetes aqui,"['por', 'favor', 'limpiar', 'la', 'juguetes', 'aqui']","['por favor', 'favor limpiar', 'limpiar la', 'la juguetes', 'juguetes aqui']","['por favor limpiar', 'favor limpiar la', 'limpiar la juguetes', 'la juguetes aqui']"
Por favor vestir la mesa aqui.,Rutinas Diarias (Acciones y Hogar),por favor vestir la mesa aqui,"['por', 'favor', 'vestir', 'la', 'mesa', 'aqui']","['por favor', 'favor vestir', 'vestir la', 'la mesa', 'mesa aqui']","['por favor vestir', 'favor vestir la', 'vestir la mesa', 'la mesa aqui']"
Por favor quitar la luz por favor.,Rutinas Diarias (Acciones y Hogar),por favor quitar la luz por favor,"['por', 'favor', 'quitar', 'la', 'luz', 'por', 'favor']","['por favor', 'favor quitar', 'quitar la', 'la luz', 'luz por', 'por favor']","['por favor quitar', 'favor quitar la', 'quitar la luz', 'la luz por', 'luz por favor']"
Por favor guardar la ropa rapido.,Rutinas Diarias (Acciones y Hogar),por favor guardar la ropa rapido,"['por', 'favor', 'guardar', 'la', 'ropa', 'rapido']","['por favor', 'favor guardar', 'guardar la', 'la ropa', 'ropa rapido']","['por favor guardar', 'favor guardar la', 'guardar la ropa', 'la ropa rapido']"
Guardar la ropa.,Rutinas Diarias (Acciones y Hogar),guardar la ropa,"['guardar', 'la', 'ropa']","['guardar la', 'la ropa']",['guardar la ropa']
Me gusta jugar con la pelota.,Emociones y Estados,me gusta jugar con la pelota,"['me', 'gusta', 'jugar', 'con', 'la', 'pelota']","['me gusta', 'gusta jugar', 'jugar con', 'con la', 'la pelota']","['me gusta jugar', 'gusta jugar con', 'jugar con la', 'con la pelota']"
Quiero llamar a mi abuela despacio.,Familia y Personas,quiero llamar a mi abuela despacio,"['quiero', 'llamar', 'a', 'mi', 'abuela', 'despacio']","['quiero llamar', 'llamar a', 'a mi', 'mi abuela', 'abuela despacio']","['quiero llamar a', 'llamar a mi', 'a mi abuela', 'mi abuela despacio']"
Vamos a ¿dónde está la escuela?,Preguntas Simples (Peticiones de informacion),vamos a donde esta la escuela,"['vamos', 'a', 'donde', 'esta', 'la', 'escuela']","['vamos a', 'a donde', 'donde esta', 'esta la', 'la escuela']","['vamos a donde', 'a donde esta', 'donde esta la', 'esta la escuela']"
Voy a dibujar hoy.,Escuela y Aprendizaje,voy a dibujar hoy,"['voy', 'a', 'dibujar', 'hoy']","['voy a', 'a dibujar', 'dibujar hoy']","['voy a dibujar', 'a dibujar hoy']"
Por favor poner la cama por favor.,Rutinas Diarias (Acciones y Hogar),por favor poner la cama por favor,"['por', 'favor', 'poner', 'la', 'cama', 'por', 'favor']","['por favor', 'favor poner', 'poner la', 'la cama', 'cama por', 'por favor']","['por favor poner', 'favor poner la', 'poner la cama', 'la cama por', 'cama por favor']"
Por favor cerrar la cepillo despues.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la cepillo despues,"['por', 'favor', 'cerrar', 'la', 'cepillo', 'despues']","['por favor', 'favor cerrar', 'cerrar la', 'la cepillo', 'cepillo despues']","['por favor cerrar', 'favor cerrar la', 'cerrar la cepillo', 'la cepillo despues']"
Por favor apagar la mesa despues.,Rutinas Diarias (Acciones y Hogar),por favor apagar la mesa despues,"['por', 'favor', 'apagar', 'la', 'mesa', 'despues']","['por favor', 'favor apagar', 'apagar la', 'la mesa', 'mesa despues']","['por favor apagar', 'favor apagar la', 'apagar la mesa', 'la mesa despues']"
Quiero escribir mi tarea.,Escuela y Aprendizaje,quiero escribir mi tarea,"['quiero', 'escribir', 'mi', 'tarea']","['quiero escribir', 'escribir mi', 'mi tarea']","['quiero escribir mi', 'escribir mi tarea']"
Por favor ordenar la juguetes hoy.,Rutinas Diarias (Acciones y Hogar),por favor ordenar la juguetes hoy,"['por', 'favor', 'ordenar', 'la', 'juguetes', 'hoy']","['por favor', 'favor ordenar', 'ordenar la', 'la juguetes', 'juguetes hoy']","['por favor ordenar', 'favor ordenar la', 'ordenar la juguetes', 'la juguetes hoy']"
Vamos a limpiar la ropa.,Rutinas Diarias (Acciones y Hogar),vamos a limpiar la ropa,"['vamos', 'a', 'limpiar', 'la', 'ropa']","['vamos a', 'a limpiar', 'limpiar la', 'la ropa']","['vamos a limpiar', 'a limpiar la', 'limpiar la ropa']"
Por favor poner la mesa despacio.,Rutinas Diarias (Acciones y Hogar),por favor poner la mesa despacio,"['por', 'favor', 'poner', 'la', 'mesa', 'despacio']","['por favor', 'favor poner', 'poner la', 'la mesa', 'mesa despacio']","['por favor poner', 'favor poner la', 'poner la mesa', 'la mesa despacio']"
Vamos a voy a lavarme las manos.,Necesidades Basicas (Higiene y Fisiologia),vamos a voy a lavarme las manos,"['vamos', 'a', 'voy', 'a', 'lavarme', 'las', 'manos']","['vamos a', 'a voy', 'voy a', 'a lavarme', 'lavarme las', 'las manos']","['vamos a voy', 'a voy a', 'voy a lavarme', 'a lavarme las', 'lavarme las manos']"
Vamos a voy a leer.,Escuela y Aprendizaje,vamos a voy a leer,"['vamos', 'a', 'voy', 'a', 'leer']","['vamos a', 'a voy', 'voy a', 'a leer']","['vamos a voy', 'a voy a', 'voy a leer']"
Quiero llamar a mi papa por favor.,Familia y Personas,quiero llamar a mi papa por favor,"['quiero', 'llamar', 'a', 'mi', 'papa', 'por', 'favor']","['quiero llamar', 'llamar a', 'a mi', 'mi papa', 'papa por', 'por favor']","['quiero llamar a', 'llamar a mi', 'a mi papa', 'mi papa por', 'papa por favor']"
Por favor cerrar la toalla despacio.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la toalla despacio,"['por', 'favor', 'cerrar', 'la', 'toalla', 'despacio']","['por favor', 'favor cerrar', 'cerrar la', 'la toalla', 'toalla despacio']","['por favor cerrar', 'favor cerrar la', 'cerrar la toalla', 'la toalla despacio']"
¿Donde esta mi tia rapido.,Familia y Personas,donde esta mi tia rapido,"['donde', 'esta', 'mi', 'tia', 'rapido']","['donde esta', 'esta mi', 'mi tia', 'tia rapido']","['donde esta mi', 'esta mi tia', 'mi tia rapido']"
Por favor abrir la toalla alli.,Rutinas Diarias (Acciones y Hogar),por favor abrir la toalla alli,"['por', 'favor', 'abrir', 'la', 'toalla', 'alli']","['por favor', 'favor abrir', 'abrir la', 'la toalla', 'toalla alli']","['por favor abrir', 'favor abrir la', 'abrir la toalla', 'la toalla alli']"
Me voy a peinar.,Necesidades Basicas (Higiene y Fisiologia),me voy a peinar,"['me', 'voy', 'a', 'peinar']","['me voy', 'voy a', 'a peinar']","['me voy a', 'voy a peinar']"
Por favor peinar la manos por favor.,Rutinas Diarias (Acciones y Hogar),por favor peinar la manos por favor,"['por', 'favor', 'peinar', 'la', 'manos', 'por', 'favor']","['por favor', 'favor peinar', 'peinar la', 'la manos', 'manos por', 'por favor']","['por favor peinar', 'favor peinar la', 'peinar la manos', 'la manos por', 'manos por favor']"
Por favor encender la toalla rapido.,Rutinas Diarias (Acciones y Hogar),por favor encender la toalla rapido,"['por', 'favor', 'encender', 'la', 'toalla', 'rapido']","['por favor', 'favor encender', 'encender la', 'la toalla', 'toalla rapido']","['por favor encender', 'favor encender la', 'encender la toalla', 'la toalla rapido']"
Mi papa vendra a visitar manana despues.,Familia y Personas,mi papa vendra a visitar manana despues,"['mi', 'papa', 'vendra', 'a', 'visitar', 'manana', 'despues']","['mi papa', 'papa vendra', 'vendra a', 'a visitar', 'visitar manana', 'manana despues']","['mi papa vendra', 'papa vendra a', 'vendra a visitar', 'a visitar manana', 'visitar manana despues']"
¿Cómo se usa la impresora despues.,Preguntas Simples (Peticiones de informacion),como se usa la impresora despues,"['como', 'se', 'usa', 'la', 'impresora', 'despues']","['como se', 'se usa', 'usa la', 'la impresora', 'impresora despues']","['como se usa', 'se usa la', 'usa la impresora', 'la impresora despues']"
Vamos a ¿cómo se usa la tarea?,Preguntas Simples (Peticiones de informacion),vamos a como se usa la tarea,"['vamos', 'a', 'como', 'se', 'usa', 'la', 'tarea']","['vamos a', 'a como', 'como se', 'se usa', 'usa la', 'la tarea']","['vamos a como', 'a como se', 'como se usa', 'se usa la', 'usa la tarea']"
Voy a contar por favor.,Escuela y Aprendizaje,voy a contar por favor,"['voy', 'a', 'contar', 'por', 'favor']","['voy a', 'a contar', 'contar por', 'por favor']","['voy a contar', 'a contar por', 'contar por favor']"
Por favor secar la puerta rapido.,Rutinas Diarias (Acciones y Hogar),por favor secar la puerta rapido,"['por', 'favor', 'secar', 'la', 'puerta', 'rapido']","['por favor', 'favor secar', 'secar la', 'la puerta', 'puerta rapido']","['por favor secar', 'favor secar la', 'secar la puerta', 'la puerta rapido']"
Quiero llamar a mi tia despues.,Familia y Personas,quiero llamar a mi tia despues,"['quiero', 'llamar', 'a', 'mi', 'tia', 'despues']","['quiero llamar', 'llamar a', 'a mi', 'mi tia', 'tia despues']","['quiero llamar a', 'llamar a mi', 'a mi tia', 'mi tia despues']"
Quiero llamar a mi prima despacio.,Familia y Personas,quiero llamar a mi prima despacio,"['quiero', 'llamar', 'a', 'mi', 'prima', 'despacio']","['quiero llamar', 'llamar a', 'a mi', 'mi prima', 'prima despacio']","['quiero llamar a', 'llamar a mi', 'a mi prima', 'mi prima despacio']"
Vamos a voy a ducharme.,Necesidades Basicas (Higiene y Fisiologia),vamos a voy a ducharme,"['vamos', 'a', 'voy', 'a', 'ducharme']","['vamos a', 'a voy', 'voy a', 'a ducharme']","['vamos a voy', 'a voy a', 'voy a ducharme']"
¿Cómo se usa la champu aqui.,Preguntas Simples (Peticiones de informacion),como se usa la champu aqui,"['como', 'se', 'usa', 'la', 'champu', 'aqui']","['como se', 'se usa', 'usa la', 'la champu', 'champu aqui']","['como se usa', 'se usa la', 'usa la champu', 'la champu aqui']"
Por favor limpiar la juguetes alli.,Rutinas Diarias (Acciones y Hogar),por favor limpiar la juguetes alli,"['por', 'favor', 'limpiar', 'la', 'juguetes', 'alli']","['por favor', 'favor limpiar', 'limpiar la', 'la juguetes', 'juguetes alli']","['por favor limpiar', 'favor limpiar la', 'limpiar la juguetes', 'la juguetes alli']"
¿Donde esta mi hermano ahora.,Familia y Personas,donde esta mi hermano ahora,"['donde', 'esta', 'mi', 'hermano', 'ahora']","['donde esta', 'esta mi', 'mi hermano', 'hermano ahora']","['donde esta mi', 'esta mi hermano', 'mi hermano ahora']"
Por favor abrir la cepillo hoy.,Rutinas Diarias (Acciones y Hogar),por favor abrir la cepillo hoy,"['por', 'favor', 'abrir', 'la', 'cepillo', 'hoy']","['por favor', 'favor abrir', 'abrir la', 'la cepillo', 'cepillo hoy']","['por favor abrir', 'favor abrir la', 'abrir la cepillo', 'la cepillo hoy']"
Por favor guardar la toalla rapido.,Rutinas Diarias (Acciones y Hogar),por favor guardar la toalla rapido,"['por', 'favor', 'guardar', 'la', 'toalla', 'rapido']","['por favor', 'favor guardar', 'guardar la', 'la toalla', 'toalla rapido']","['por favor guardar', 'favor guardar la', 'guardar la toalla', 'la toalla rapido']"
Es hora de divertirse con las cartas.,Emociones y Estados,es hora de divertirse con las cartas,"['es', 'hora', 'de', 'divertirse', 'con', 'las', 'cartas']","['es hora', 'hora de', 'de divertirse', 'divertirse con', 'con las', 'las cartas']","['es hora de', 'hora de divertirse', 'de divertirse con', 'divertirse con las', 'con las cartas']"
Dibujemos y pintemos.,Emociones y Estados,dibujemos y pintemos,"['dibujemos', 'y', 'pintemos']","['dibujemos y', 'y pintemos']",['dibujemos y pintemos']
Por favor secar la luz despacio.,Rutinas Diarias (Acciones y Hogar),por favor secar la luz despacio,"['por', 'favor', 'secar', 'la', 'luz', 'despacio']","['por favor', 'favor secar', 'secar la', 'la luz', 'luz despacio']","['por favor secar', 'favor secar la', 'secar la luz', 'la luz despacio']"
Es importante lavarme la cara.,Necesidades Basicas (Higiene y Fisiologia),es importante lavarme la cara,"['es', 'importante', 'lavarme', 'la', 'cara']","['es importante', 'importante lavarme', 'lavarme la', 'la cara']","['es importante lavarme', 'importante lavarme la', 'lavarme la cara']"
Voy a contar despacio.,Escuela y Aprendizaje,voy a contar despacio,"['voy', 'a', 'contar', 'despacio']","['voy a', 'a contar', 'contar despacio']","['voy a contar', 'a contar despacio']"
Por favor vestir la cepillo por favor.,Rutinas Diarias (Acciones y Hogar),por favor vestir la cepillo por favor,"['por', 'favor', 'vestir', 'la', 'cepillo', 'por', 'favor']","['por favor', 'favor vestir', 'vestir la', 'la cepillo', 'cepillo por', 'por favor']","['por favor vestir', 'favor vestir la', 'vestir la cepillo', 'la cepillo por', 'cepillo por favor']"
Por favor ordenar la toalla por favor.,Rutinas Diarias (Acciones y Hogar),por favor ordenar la toalla por favor,"['por', 'favor', 'ordenar', 'la', 'toalla', 'por', 'favor']","['por favor', 'favor ordenar', 'ordenar la', 'la toalla', 'toalla por', 'por favor']","['por favor ordenar', 'favor ordenar la', 'ordenar la toalla', 'la toalla por', 'toalla por favor']"
Vamos a peinar la puerta.,Rutinas Diarias (Acciones y Hogar),vamos a peinar la puerta,"['vamos', 'a', 'peinar', 'la', 'puerta']","['vamos a', 'a peinar', 'peinar la', 'la puerta']","['vamos a peinar', 'a peinar la', 'peinar la puerta']"
Por favor lavar la manos alli.,Rutinas Diarias (Acciones y Hogar),por favor lavar la manos alli,"['por', 'favor', 'lavar', 'la', 'manos', 'alli']","['por favor', 'favor lavar', 'lavar la', 'la manos', 'manos alli']","['por favor lavar', 'favor lavar la', 'lavar la manos', 'la manos alli']"
Es hora de cambiarme los zapatos.,Necesidades Basicas (Higiene y Fisiologia),es hora de cambiarme los zapatos,"['es', 'hora', 'de', 'cambiarme', 'los', 'zapatos']","['es hora', 'hora de', 'de cambiarme', 'cambiarme los', 'los zapatos']","['es hora de', 'hora de cambiarme', 'de cambiarme los', 'cambiarme los zapatos']"
Vamos a ¿quién es tu abuelo?,Preguntas Simples (Peticiones de informacion),vamos a quien es tu abuelo,"['vamos', 'a', 'quien', 'es', 'tu', 'abuelo']","['vamos a', 'a quien', 'quien es', 'es tu', 'tu abuelo']","['vamos a quien', 'a quien es', 'quien es tu', 'es tu abuelo']"
Por favor abrir la ropa despues.,Rutinas Diarias (Acciones y Hogar),por favor abrir la ropa despues,"['por', 'favor', 'abrir', 'la', 'ropa', 'despues']","['por favor', 'favor abrir', 'abrir la', 'la ropa', 'ropa despues']","['por favor abrir', 'favor abrir la', 'abrir la ropa', 'la ropa despues']"
¿Cómo se usa la sandwich por favor.,Preguntas Simples (Peticiones de informacion),como se usa la sandwich por favor,"['como', 'se', 'usa', 'la', 'sandwich', 'por', 'favor']","['como se', 'se usa', 'usa la', 'la sandwich', 'sandwich por', 'por favor']","['como se usa', 'se usa la', 'usa la sandwich', 'la sandwich por', 'sandwich por favor']"
Por favor apagar la cama aqui.,Rutinas Diarias (Acciones y Hogar),por favor apagar la cama aqui,"['por', 'favor', 'apagar', 'la', 'cama', 'aqui']","['por favor', 'favor apagar', 'apagar la', 'la cama', 'cama aqui']","['por favor apagar', 'favor apagar la', 'apagar la cama', 'la cama aqui']"
¿Dónde está el parque rapido.,Preguntas Simples (Peticiones de informacion),donde esta el parque rapido,"['donde', 'esta', 'el', 'parque', 'rapido']","['donde esta', 'esta el', 'el parque', 'parque rapido']","['donde esta el', 'esta el parque', 'el parque rapido']"
Quiero pegar mi pizarra aqui.,Escuela y Aprendizaje,quiero pegar mi pizarra aqui,"['quiero', 'pegar', 'mi', 'pizarra', 'aqui']","['quiero pegar', 'pegar mi', 'mi pizarra', 'pizarra aqui']","['quiero pegar mi', 'pegar mi pizarra', 'mi pizarra aqui']"
